Domain,Rank,Category,Language,SLD,SLD Rank,SLD Category,SLD Language,DNS,HTTP,IP,IP Details,,,,
,,,,,,,,,,,195.8.215.138,N,FR,None,48.86/2.35
,,,,,,,,,,,195.8.215.139,N,FR,None,48.86/2.35
vimeo.com,97,,,vimeo.com,97,,,N,Y,N,107.162.133.18,N,US,Belmont,37.5081/-122.301
xnxx.com,99,,,xnxx.com,99,,,N,N,Y,69.55.52.253,Y,US,New York,40.7267/-73.9981
redtube.com,106,,,redtube.com,106,,,N,Y,N,62.212.83.1,N,NL,None,52.5/5.75
dropbox.com,112,,,dropbox.com,112,,,N,Y,N,108.160.165.62,N,US,San Francisco,37.7794/-122.417
,,,,,,,,,,,108.160.166.62,N,US,San Francisco,37.7794/-122.417
youporn.com,118,,,youporn.com,118,,,N,Y,N,31.192.116.24,N,NL,None,52.5/5.75
pixnet.net,119,,,pixnet.net,119,,,N,Y,N,103.23.108.107,N,TW,None,23.5/121.0
slideshare.net,121,,,slideshare.net,121,,,N,Y,N,108.174.2.100,N,US,Mountain View,37.4192/-122.0574
www.nytimes.com,,,,nytimes.com,125,,,Y,Y,N,170.149.172.130,N,US,New York,40.7553/-73.9924
nytimes.com,125,,,nytimes.com,125,,,N,Y,N,170.149.172.130,N,US,New York,40.7553/-73.9924
,,,,,,,,,,,170.149.168.130,N,US,New York,40.7553/-73.9924
hootsuite.com,140,,,hootsuite.com,140,,,Y,Y,N,54.81.100.91,N,US,Ashburn,39.0437/-77.4875
theguardian.com,147,,,theguardian.com,147,,,N,Y,N,77.91.252.10,N,GB,None,51.5/-0.13
archive.org,158,,,archive.org,158,,,Y,Y,N,207.241.224.2,N,US,San Francisco,37.7811/-122.4625
www.bet365.com,,,,bet365.com,171,,,N,Y,N,5.226.176.16,N,GB,Hillside,56.7333/-2.4833
soundcloud.com,178,,,soundcloud.com,178,,,N,Y,Y,178.249.136.150,Y,DE,None,51.0/9.0
blogspot.com.br,181,,,blogspot.com.br,181,,,N,Y,N,74.125.128.191,N,US,Mountain View,37.4192/-122.0574
tube8.com,211,,,tube8.com,211,,,N,Y,N,31.192.112.104,N,NL,None,52.5/5.75
blogspot.com.es,240,,,blogspot.com.es,240,,,N,Y,N,74.125.128.191,N,US,Mountain View,37.4192/-122.0574
rutracker.org,304,,,rutracker.org,304,,,N,N,Y,195.82.147.17,Y,RU,None,60.0/100.0
fbcdn.net,306,,,fbcdn.net,306,,,N,N,Y,173.252.110.27,Y,US,Menlo Park,37.459/-122.1781
microsoftonline.com,317,,,microsoftonline.com,317,,,N,N,Y,65.55.171.171,Y,US,Redmond,47.6801/-122.1206
niviuk.free.fr,,,,free.fr,331,,,N,N,Y,212.27.63.115,Y,FR,Paris,48.8667/2.3333
babiline.free.fr,,,,free.fr,331,,,N,N,Y,212.27.63.115,Y,FR,Paris,48.8667/2.3333
boisgontierjacques.free.fr,,,,free.fr,331,,,N,N,Y,212.27.63.115,Y,FR,Paris,48.8667/2.3333
mobile01.com,334,,,mobile01.com,334,,,N,Y,N,202.39.235.20,N,TW,None,23.5/121.0
www.hardsextube.com,,,,hardsextube.com,336,,,N,Y,N,84.2.34.9,N,HU,None,47.0/20.0
xing.com,340,,,xing.com,340,,,N,Y,N,109.233.157.1,N,DE,None,51.0/9.0
bloomberg.com,343,,,bloomberg.com,343,,,Y,Y,N,69.191.251.238,N,US,New York,40.7588/-73.968
,,,,,,,,,,,69.191.212.191,N,US,New York,40.7588/-73.968
elpais.com,380,,,elpais.com,380,,,N,Y,N,91.216.63.240,N,ES,None,40.0/-4.0
,,,,,,,,,,,91.216.63.241,N,ES,None,40.0/-4.0
lemonde.fr,402,,,lemonde.fr,402,,,N,Y,N,195.154.120.129,N,FR,None,48.86/2.35
udn.com,414,,,udn.com,414,,,N,Y,N,210.244.31.151,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,210.244.31.152,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,210.244.31.154,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,210.243.166.49,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,210.243.166.54,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,210.243.166.58,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,210.243.166.59,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,210.244.31.140,N,TW,Taipei,25.0392/121.525
istockphoto.com,451,,,istockphoto.com,451,,,N,Y,N,74.113.152.32,N,CA,Calgary,51.0415/-114.0599
teebik.com,453,,,teebik.com,453,,,N,N,Y,198.41.191.108,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.190.108,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.189.108,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.188.108,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.187.108,Y,US,San Francisco,37.7697/-122.3933
blogspot.de,469,,,blogspot.de,469,,,N,Y,N,74.125.128.191,N,US,Mountain View,37.4192/-122.0574
ck101.com,470,,,ck101.com,470,,,N,Y,N,72.46.150.138,N,US,Las Vegas,36.0877/-115.1485
,,,,,,,,,,,23.252.115.243,N,US,Los Angeles,34.053/-118.2642
,,,,,,,,,,,23.252.115.244,N,US,Los Angeles,34.053/-118.2642
,,,,,,,,,,,72.46.150.139,N,US,Las Vegas,36.0877/-115.1485
eyny.com,477,,,eyny.com,477,,,N,Y,N,67.228.27.100,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,75.126.182.37,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,208.43.60.11,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,75.126.182.36,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,75.126.182.35,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,67.228.27.110,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,67.228.27.108,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,67.228.27.111,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,67.228.27.109,N,US,Dallas,32.9299/-96.8353
,,,,,,,,,,,67.228.27.112,N,US,Dallas,32.9299/-96.8353
swagbucks.com,542,,,swagbucks.com,542,,,N,N,Y,68.71.250.25,Y,US,Beverly Hills,34.0646/-118.3816
likes.com,545,,,likes.com,545,,,N,N,P,190.93.246.34,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,141.101.115.34,N,None,None,47.0/8.0
,,,,,,,,,,,190.93.244.34,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.247.34,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.245.34,N,CR,San Jos̩,9.9333/-84.0833
twimg.com,547,,,twimg.com,547,,,N,N,Y,210.163.219.24,Y,JP,None,35.69/139.69
www.drtuber.com,,,,drtuber.com,602,,,N,Y,N,78.140.187.214,N,NL,None,52.5/5.75
,,,,,,,,,,,78.140.172.78,N,NL,None,52.5/5.75
,,,,,,,,,,,78.140.183.138,N,NL,None,52.5/5.75
blogspot.jp,606,,,blogspot.jp,606,,,N,Y,N,74.125.128.191,N,US,Mountain View,37.4192/-122.0574
hidemyass.com,607,,,hidemyass.com,607,,,N,Y,N,199.59.161.48,N,US,Wilmington,39.7157/-75.5281
123rf.com,638,,,123rf.com,638,,,N,Y,N,103.14.245.12,N,SG,None,1.3667/103.8
liveleak.com,648,,,liveleak.com,648,,,N,Y,N,208.71.130.253,N,US,Newark,40.7355/-74.1741
,,,,,,,,,,,208.71.130.252,N,US,Newark,40.7355/-74.1741
tickld.com,668,,,tickld.com,668,,,N,N,P,141.101.112.56,Y,None,None,47.0/8.0
,,,,,,,,,,,190.93.243.55,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.240.55,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.242.55,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.241.55,N,CR,San Jos̩,9.9333/-84.0833
blogspot.com.tr,670,,,blogspot.com.tr,670,,,N,Y,N,74.125.128.191,N,US,Mountain View,37.4192/-122.0574
www.prntscr.com,,,,prntscr.com,690,,,N,N,Y,198.211.127.207,Y,US,New York,40.7267/-73.9981
sex.com,691,,,sex.com,691,,,N,Y,N,206.125.164.82,N,CA,Montreal,45.4858/-73.564
appledaily.com.tw,716,,,appledaily.com.tw,716,,,N,Y,N,210.242.234.134,N,TW,None,23.5/121.0
turbobit.net,730,,,turbobit.net,730,,,N,Y,N,88.85.84.134,N,NL,None,52.5/5.75
blogspot.com.ar,738,,,blogspot.com.ar,738,,,N,Y,N,74.125.128.191,N,US,Mountain View,37.4192/-122.0574
nuvid.com,756,,,nuvid.com,756,,,N,Y,N,88.208.58.142,N,NL,Amsterdam,52.35/4.9167
,,,,,,,,,,,88.208.58.165,N,NL,Amsterdam,52.35/4.9167
ustream.tv,796,,,ustream.tv,796,,,N,Y,N,199.66.238.211,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,199.66.238.212,N,US,San Francisco,37.7697/-122.3933
www.spankwire.com,,,,spankwire.com,800,,,N,Y,N,94.199.252.72,N,NL,None,52.5/5.75
cam4.com,808,,,cam4.com,808,,,N,Y,N,95.211.208.200,N,NL,Amsterdam,52.35/4.9167
businessweek.com,860,,,businessweek.com,860,,,N,Y,N,69.191.252.14,N,US,New York,40.7588/-73.968
,,,,,,,,,,,69.191.215.14,N,US,New York,40.7588/-73.968
subito.it,866,,,subito.it,866,,,N,N,Y,212.31.252.70,Y,IT,None,42.8333/12.8333
cbc.ca,874,,,cbc.ca,874,,,N,Y,N,159.33.3.85,N,CA,Ottawa,45.399/-75.7304
pinimg.com,887,,,pinimg.com,887,,,N,N,Y,107.21.116.94,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,107.21.116.100,Y,US,Ashburn,39.0437/-77.4875
change.org,893,,,change.org,893,,,N,Y,N,69.172.200.91,N,US,New York,40.6888/-74.0203
rutor.org,921,,,rutor.org,921,,,N,N,Y,46.246.34.36,Y,SE,None,62.0/15.0
xtube.com,923,,,xtube.com,923,,,N,Y,N,94.199.255.148,N,NL,None,52.5/5.75
www.brainyquote.com,,,,brainyquote.com,961,,,N,N,P,190.93.241.26,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.240.26,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.242.26,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,141.101.123.26,N,None,None,47.0/8.0
,,,,,,,,,,,141.101.113.26,N,None,None,47.0/8.0
stagram.com,966,,,stagram.com,966,,,N,N,P,190.93.240.45,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.241.45,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.242.45,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.243.45,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,141.101.112.46,N,None,None,47.0/8.0
6park.com,972,,,6park.com,972,,,Y,Y,N,173.192.228.113,N,US,Dallas,32.9299/-96.8353
discuss.com.hk,1018,,,discuss.com.hk,1018,,,N,Y,N,58.176.50.119,N,HK,Central District,22.2833/114.15
,,,,,,,,,,,119.246.133.152,N,HK,Central District,22.2833/114.15
,,,,,,,,,,,123.202.254.169,N,HK,Central District,22.2833/114.15
,,,,,,,,,,,124.244.11.9,N,HK,Central District,22.2833/114.15
,,,,,,,,,,,124.244.43.61,N,HK,Central District,22.2833/114.15
,,,,,,,,,,,183.178.34.168,N,HK,Central District,22.2833/114.15
,,,,,,,,,,,210.6.15.22,N,HK,Central District,22.2833/114.15
,,,,,,,,,,,14.136.65.100,N,HK,Central District,22.2833/114.15
pchome.com.tw,1020,,,pchome.com.tw,1020,,,N,Y,N,210.59.230.60,N,TW,None,23.5/121.0
pastebin.com,1026,,,pastebin.com,1026,,,N,Y,P,190.93.243.15,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.242.15,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,141.101.112.16,N,None,None,47.0/8.0
,,,,,,,,,,,190.93.240.15,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.241.15,N,CR,San Jos̩,9.9333/-84.0833
icicibank.co.in,1030,,,icicibank.co.in,1030,,,N,N,Y,203.27.235.60,Y,IN,None,20.0/77.0
bitshare.com,1058,,,bitshare.com,1058,,,N,Y,N,199.80.55.134,N,US,Fort Lauderdale,26.1209/-80.1273
,,,,,,,,,,,199.80.55.138,N,US,Fort Lauderdale,26.1209/-80.1273
4chan.org,1059,,,4chan.org,1059,,,N,N,Y,141.101.115.6,Y,None,None,47.0/8.0
,,,,,,,,,,,141.101.114.6,Y,None,None,47.0/8.0
,,,,,,,,,,,190.93.245.6,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.244.6,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.247.5,Y,CR,San Jos̩,9.9333/-84.0833
sunporno.com,1062,,,sunporno.com,1062,,,N,Y,N,213.174.154.204,N,US,Ashburn,39.0437/-77.4875
sourtimes.org,1109,,,sourtimes.org,1109,,,N,N,Y,188.132.200.220,Y,TR,Sanayi,36.9031/30.6991
vporn.com,1123,,,vporn.com,1123,,,N,Y,N,74.120.11.160,N,US,Fort Lauderdale,26.1209/-80.1273
,,,,,,,,,,,74.120.11.162,N,US,Fort Lauderdale,26.1209/-80.1273
,,,,,,,,,,,74.120.11.158,N,US,Fort Lauderdale,26.1209/-80.1273
www.porntube.com,,,,porntube.com,1124,,,N,Y,N,198.41.189.174,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.191.174,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.185.175,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.190.174,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.184.175,N,US,San Francisco,37.7697/-122.3933
www.startimes.com,,,,startimes.com,1194,,,N,N,Y,199.83.129.10,Y,US,Los Angeles,34.0522/-118.2437
dw.de,1199,,,dw.de,1199,,,N,Y,N,194.55.26.46,N,DE,Berlin,52.5167/13.4
,,,,,,,,,,,194.55.30.46,N,DE,Berlin,54.0333/10.45
ea.com,1207,,,ea.com,1207,,,N,N,P,184.169.130.235,Y,US,San Jose,37.3394/-121.895
,,,,,,,,,,,54.195.250.208,N,IE,Dublin,53.3331/-6.2489
,,,,,,,,,,,54.195.250.211,N,IE,Dublin,53.3331/-6.2489
,,,,,,,,,,,54.248.80.100,N,JP,Tokyo,35.685/139.7514
,,,,,,,,,,,54.248.91.3,N,JP,Tokyo,35.685/139.7514
,,,,,,,,,,,174.129.20.105,N,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,174.129.192.180,N,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,184.169.136.110,N,US,San Jose,37.3394/-121.895
www.yourlust.com,,,,yourlust.com,1217,,,N,Y,N,88.85.94.197,N,NL,None,52.5/5.75
ytimg.com,1244,,,ytimg.com,1244,,,N,Y,N,,,,,
betfair.com,1261,,,betfair.com,1261,,,N,Y,N,84.20.200.28,N,GB,None,51.5/-0.13
www.gogvo.com,,,,gogvo.com,1274,,,N,N,P,199.116.251.122,Y,US,Schertz,29.5892/-98.2939
,,,,,,,,,,,97.79.236.71,Y,US,None,38.0/-97.0
,,,,,,,,,,,199.116.251.125,Y,US,Schertz,29.5892/-98.2939
,,,,,,,,,,,199.116.251.121,Y,US,Schertz,29.5892/-98.2939
,,,,,,,,,,,71.40.109.233,Y,US,None,38.0/-97.0
,,,,,,,,,,,97.79.236.107,Y,US,None,38.0/-97.0
,,,,,,,,,,,199.116.251.120,Y,US,Schertz,29.5892/-98.2939
,,,,,,,,,,,97.79.236.106,Y,US,None,38.0/-97.0
,,,,,,,,,,,97.79.236.108,Y,US,None,38.0/-97.0
,,,,,,,,,,,199.116.251.126,Y,US,Schertz,29.5892/-98.2939
,,,,,,,,,,,97.79.236.236,Y,US,None,38.0/-97.0
,,,,,,,,,,,199.116.251.124,N,US,Schertz,29.5892/-98.2939
korrespondent.net,1308,,,korrespondent.net,1308,,,N,N,Y,193.29.200.159,Y,UA,Kyiv,50.4333/30.5167
watchmygf.net,1333,,,watchmygf.net,1333,,,N,Y,N,216.18.164.37,N,US,Waltham,42.403/-71.259
pornerbros.com,1354,,,pornerbros.com,1354,,,N,Y,N,66.152.87.239,N,CA,Montreal,45.5/-73.5833
liveperson.net,1368,,,liveperson.net,1368,,,N,N,Y,198.65.116.36,Y,US,Englewood,39.6237/-104.8738
imagevenue.com,1383,,,imagevenue.com,1383,,,N,N,Y,67.205.102.72,Y,CA,Montreal,45.5/-73.5833
,,,,,,,,,,,209.172.34.139,Y,CA,Montreal,45.5/-73.5833
,,,,,,,,,,,209.172.34.87,Y,CA,Montreal,45.5/-73.5833
,,,,,,,,,,,67.205.102.82,Y,CA,Montreal,45.5/-73.5833
,,,,,,,,,,,67.205.102.89,Y,CA,Montreal,45.5/-73.5833
4cdn.org,1400,,,4cdn.org,1400,,,N,N,P,190.93.245.26,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.247.25,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,190.93.244.26,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,141.101.115.26,N,None,None,47.0/8.0
,,,,,,,,,,,141.101.114.26,N,None,None,47.0/8.0
admin2.bizjournals.com,,,,bizjournals.com,1431,,,N,N,Y,65.213.146.71,Y,US,None,38.0/-97.0
fastpic.ru,1433,,,fastpic.ru,1433,,,N,N,P,85.112.114.26,Y,RU,None,60.0/100.0
,,,,,,,,,,,85.112.112.180,N,RU,None,60.0/100.0
www.fastpic.ru,,,,fastpic.ru,1433,,,N,N,Y,85.112.114.26,Y,RU,None,60.0/100.0
ptt.cc,1446,,,ptt.cc,1446,,,N,Y,N,140.112.172.11,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,140.112.172.1,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,140.112.172.2,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,140.112.172.3,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,140.112.172.4,N,TW,Taipei,25.0392/121.525
,,,,,,,,,,,140.112.172.5,N,TW,Taipei,25.0392/121.525
bomnegocio.com,1466,,,bomnegocio.com,1466,,,N,N,P,177.47.17.197,Y,BR,None,-10.0/-55.0
,,,,,,,,,,,187.84.96.197,N,BR,None,-10.0/-55.0
pornhublive.com,1476,,,pornhublive.com,1476,,,N,Y,N,207.246.147.249,N,US,Seattle,47.6145/-122.348
,,,,,,,,,,,207.246.147.250,N,US,Seattle,47.6145/-122.348
www.4tube.com,,,,4tube.com,1497,,,N,Y,N,198.41.186.173,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.184.173,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.185.173,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.190.172,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.191.172,N,US,San Francisco,37.7697/-122.3933
ooo-sex.com,1501,,,ooo-sex.com,1501,,,N,Y,N,46.229.165.141,N,US,None,38.0/-97.0
break.com,1509,,,break.com,1509,,,N,Y,N,216.69.227.70,N,US,Chesterfield,38.65/-90.5334
biz144.inmotionhosting.com,,,,inmotionhosting.com,1522,,,N,N,P,192.249.113.39,Y,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.249.113.40,Y,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.249.113.42,Y,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.249.113.44,Y,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.145.239.8,N,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.249.113.37,N,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.249.113.38,N,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.249.113.41,N,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,192.249.113.43,N,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,23.235.208.37,N,US,Los Angeles,33.9571/-118.4041
,,,,,,,,,,,173.247.246.2,N,US,Los Angeles,34.1173/-118.26
,,,,,,,,,,,173.247.246.7,N,US,Los Angeles,34.1173/-118.26
,,,,,,,,,,,173.247.246.9,N,US,Los Angeles,34.1173/-118.26
tv.com,1542,,,tv.com,1542,,,N,Y,N,23.23.90.136,N,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,23.23.89.103,N,US,Ashburn,39.0437/-77.4875
twitpic.com,1550,,,twitpic.com,1550,,,Y,Y,N,173.236.110.98,N,US,Chicago,41.8876/-87.6368
,,,,,,,,,,,96.127.160.130,N,US,Chicago,41.8876/-87.6368
flashx.tv,1568,,,flashx.tv,1568,,,N,N,P,198.41.191.81,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.188.81,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.184.82,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.190.81,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.189.81,N,US,San Francisco,37.7697/-122.3933
tnaflix.com,1581,,,tnaflix.com,1581,,,N,Y,N,77.247.179.176,N,NL,None,52.5/5.75
izlesene.com,1593,,,izlesene.com,1593,,,N,Y,N,188.132.178.110,N,TR,Sanayi,36.9031/30.6991
fucked-tube.com,1615,,,fucked-tube.com,1615,,,N,Y,N,46.229.165.133,N,US,None,38.0/-97.0
blogimg.jp,1621,,,blogimg.jp,1621,,,N,Y,N,,,,,
184.173.94.30-static.reverse.softlayer.com,,,,softlayer.com,1651,,,N,N,Y,184.173.94.30,Y,US,Houston,29.7523/-95.367
meetcheap.com,1671,,,meetcheap.com,1671,,,N,N,Y,199.116.250.101,Y,US,Schertz,29.5892/-98.2939
,,,,,,,,,,,199.116.250.100,Y,US,Schertz,29.5892/-98.2939
,,,,,,,,,,,97.79.237.233,Y,US,None,38.0/-97.0
wn.com,1674,,,wn.com,1674,,,N,N,Y,195.149.84.100,Y,GB,None,51.5/-0.13
,,,,,,,,,,,195.149.84.101,Y,GB,None,51.5/-0.13
www.axisbank.co.in,,,,axisbank.co.in,1714,,,N,N,Y,202.191.184.41,Y,IN,Tharamani,12.9819/80.2406
,,,,,,,,,,,115.112.85.41,Y,IN,None,20.0/77.0
,,,,,,,,,,,119.226.210.22,Y,IN,Chennai,13.0833/80.2833
,,,,,,,,,,,121.243.50.22,Y,IN,None,20.0/77.0
redbox.com,1753,,,redbox.com,1753,,,N,N,Y,206.18.125.55,Y,US,None,38.0/-97.0
stern.de,1758,,,stern.de,1758,,,N,N,Y,194.12.192.169,Y,DE,Hamburg,53.55/10.0
www.yallakora.com,,,,yallakora.com,1765,,,N,N,P,190.93.243.17,Y,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,141.101.113.18,Y,None,None,47.0/8.0
,,,,,,,,,,,190.93.241.17,N,CR,San Jos̩,9.9333/-84.0833
,,,,,,,,,,,141.101.112.18,N,None,None,47.0/8.0
,,,,,,,,,,,190.93.242.17,N,CR,San Jos̩,9.9333/-84.0833
